,screenId,icon_path,bounds,reference_captions,icon_context,generated_caption
1255,19669,19669_6.jpg,"[1066, 807, 1412, 1066]",enter icon called hot butt|open the hot butt app|select to hot butt,"{""app activity name"": ""com.planetromeo.android.app.activities.FootprintActivity"", ""UI element info"": {""class_name"": ""AppCompatImageButton"", ""resource_id"": ""footprint_item_icon""}, ""parent node"": [{""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""footprint_item_text"", ""text"": ""Hot Butt"", ""class"": ""AppCompatTextView""}]}",profile picture
1256,19669,19669_7.jpg,"[28, 1306, 353, 1565]",open 1st app from 3rd row|select a real nice guy footprint|toggle a select option,"{""app activity name"": ""com.planetromeo.android.app.activities.FootprintActivity"", ""UI element info"": {""class_name"": ""AppCompatImageButton"", ""resource_id"": ""footprint_item_icon""}, ""parent node"": [{""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""footprint_item_text"", ""text"": ""A real nice guy"", ""class"": ""AppCompatTextView""}]}",profile picture
1257,19669,19669_8.jpg,"[720, 1306, 1045, 1565]",select compliment|tap to select,"{""app activity name"": ""com.planetromeo.android.app.activities.FootprintActivity"", ""UI element info"": {""class_name"": ""AppCompatImageButton"", ""resource_id"": ""footprint_item_icon"", ""OCR detected text"": [""Emo""]}, ""parent node"": [{""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""footprint_item_text"", ""text"": ""Intelligent"", ""class"": ""AppCompatTextView""}]}",intelligent
1258,19669,19669_9.jpg,"[1066, 1306, 1412, 1565]",send the comment on my wavelength|share the article,"{""app activity name"": ""com.planetromeo.android.app.activities.FootprintActivity"", ""UI element info"": {""class_name"": ""AppCompatImageButton"", ""resource_id"": ""footprint_item_icon""}, ""parent node"": [{""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""footprint_item_text"", ""text"": ""On my wavelength"", ""class"": ""AppCompatTextView""}]}",profile picture
1259,19669,19669_10.jpg,"[28, 1657, 353, 1916]",leave a compliment on the profile|select the option your are interesting,"{""app activity name"": ""com.planetromeo.android.app.activities.FootprintActivity"", ""UI element info"": {""class_name"": ""AppCompatImageButton"", ""resource_id"": ""footprint_item_icon""}, ""parent node"": [{""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""footprint_item_text"", ""text"": ""You're interesting"", ""class"": ""AppCompatTextView""}]}",like button
1260,19669,19669_11.jpg,"[720, 1657, 1045, 1916]",cool compliment post|select cool icon,"{""app activity name"": ""com.planetromeo.android.app.activities.FootprintActivity"", ""UI element info"": {""class_name"": ""AppCompatImageButton"", ""resource_id"": ""footprint_item_icon""}, ""parent node"": [{""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""footprint_item_text"", ""text"": ""Cool"", ""class"": ""AppCompatTextView""}]}",profile picture
1261,19669,19669_12.jpg,"[1066, 1657, 1412, 1916]",give compliment|really funny compliment button|select compliments option,"{""app activity name"": ""com.planetromeo.android.app.activities.FootprintActivity"", ""UI element info"": {""class_name"": ""AppCompatImageButton"", ""resource_id"": ""footprint_item_icon""}, ""parent node"": [{""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""footprint_item_text"", ""text"": ""Really funny"", ""class"": ""AppCompatTextView""}]}",profile picture
1262,19669,19669_13.jpg,"[28, 2057, 353, 2316]",great profile compliment|open profile page,"{""app activity name"": ""com.planetromeo.android.app.activities.FootprintActivity"", ""UI element info"": {""class_name"": ""AppCompatImageButton"", ""resource_id"": ""footprint_item_icon""}, ""parent node"": [{""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""footprint_item_text"", ""text"": ""Great Profile!"", ""class"": ""AppCompatTextView""}]}",great profile
1263,19669,19669_14.jpg,"[720, 2057, 1045, 2316]",cool outfit icon|select the compliments option,"{""app activity name"": ""com.planetromeo.android.app.activities.FootprintActivity"", ""UI element info"": {""class_name"": ""AppCompatImageButton"", ""resource_id"": ""footprint_item_icon"", ""OCR detected text"": [""COOL""]}, ""parent node"": [{""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""footprint_item_text"", ""text"": ""Cool Outfit!"", ""class"": ""AppCompatTextView""}]}",cool outfit
1264,19669,19669_15.jpg,"[1066, 2057, 1412, 2316]",leave compliment lovely eyes|select to lovely eyes option|select type of eyes,"{""app activity name"": ""com.planetromeo.android.app.activities.FootprintActivity"", ""UI element info"": {""class_name"": ""AppCompatImageButton"", ""resource_id"": ""footprint_item_icon""}, ""parent node"": [{""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""footprint_item_text"", ""text"": ""Lovely Eyes!"", ""class"": ""AppCompatTextView""}]}",select lovely eyes option
1265,27625,27625_1.jpg,"[232, 2098, 386, 2252]",because back devicer|cancel|close this page,"{""app activity name"": ""com.dating.sdk.util.crop.CropImageActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""btn_cancel"", ""OCR detected text"": [""X""]}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""class"": ""Space""}, {""class"": ""Space""}, {""class"": ""Space""}, {""text"": ""CROP"", ""class"": ""TextView""}, {""class"": ""Space""}, {""resource_id"": ""btn_done"", ""class"": ""ImageView""}, {""class"": ""Space""}]}",close
1266,27625,27625_2.jpg,"[1053, 2098, 1207, 2252]",confirm|done crop|done with the crop,"{""app activity name"": ""com.dating.sdk.util.crop.CropImageActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""btn_done""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""class"": ""Space""}, {""resource_id"": ""btn_cancel"", ""class"": ""ImageView""}, {""class"": ""Space""}, {""text"": ""CROP"", ""class"": ""TextView""}, {""class"": ""Space""}, {""class"": ""Space""}, {""class"": ""Space""}]}",select option
1267,750,750_1.jpg,"[167, 207, 328, 375]",open station f|route f,"{""app activity name"": ""com.appspot.HelloListView.StopActivity"", ""UI element info"": {""class_name"": ""ImageButton"", ""resource_id"": ""linef"", ""OCR detected text"": [""F""]}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""line1"", ""class"": ""ImageButton""}, {""resource_id"": ""line2"", ""class"": ""ImageButton""}, {""resource_id"": ""line3"", ""class"": ""ImageButton""}, {""resource_id"": ""line4"", ""class"": ""ImageButton""}, {""resource_id"": ""line5"", ""class"": ""ImageButton""}, {""resource_id"": ""line6"", ""class"": ""ImageButton""}, {""resource_id"": ""line7"", ""class"": ""ImageButton""}, {""resource_id"": ""linea"", ""class"": ""ImageButton""}, {""resource_id"": ""lineb"", ""class"": ""ImageButton""}, {""resource_id"": ""linec"", ""class"": ""ImageButton""}, {""resource_id"": ""lined"", ""class"": ""ImageButton""}, {""resource_id"": ""linee"", ""class"": ""ImageButton""}, {""resource_id"": ""linee"", ""class"": ""ImageButton""}, {""resource_id"": ""lineg"", ""class"": ""ImageButton""}, {""resource_id"": ""linej"", ""class"": ""ImageButton""}, {""resource_id"": ""linel"", ""class"": ""ImageButton""}, {""resource_id"": ""linem"", ""class"": ""ImageButton""}, {""resource_id"": ""linen"", ""class"": ""ImageButton""}, {""resource_id"": ""lineq"", ""class"": ""ImageButton""}, {""resource_id"": ""liner"", ""class"": ""ImageButton""}, {""resource_id"": ""linefs"", ""class"": ""ImageButton""}, {""resource_id"": ""linegs"", ""class"": ""ImageButton""}, {""resource_id"": ""lineh"", ""class"": ""ImageButton""}, {""resource_id"": ""linesi"", ""class"": ""ImageButton""}, {""resource_id"": ""linez"", ""class"": ""ImageButton""}]}",select line
1268,750,750_2.jpg,"[308, 207, 469, 375]",g|open g,"{""app activity name"": ""com.appspot.HelloListView.StopActivity"", ""UI element info"": {""class_name"": ""ImageButton"", ""resource_id"": ""lineg""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""line1"", ""class"": ""ImageButton""}, {""resource_id"": ""line2"", ""class"": ""ImageButton""}, {""resource_id"": ""line3"", ""class"": ""ImageButton""}, {""resource_id"": ""line4"", ""class"": ""ImageButton""}, {""resource_id"": ""line5"", ""class"": ""ImageButton""}, {""resource_id"": ""line6"", ""class"": ""ImageButton""}, {""resource_id"": ""line7"", ""class"": ""ImageButton""}, {""resource_id"": ""linea"", ""class"": ""ImageButton""}, {""resource_id"": ""lineb"", ""class"": ""ImageButton""}, {""resource_id"": ""linec"", ""class"": ""ImageButton""}, {""resource_id"": ""lined"", ""class"": ""ImageButton""}, {""resource_id"": ""linee"", ""class"": ""ImageButton""}, {""resource_id"": ""linef"", ""class"": ""ImageButton""}, {""resource_id"": ""linef"", ""class"": ""ImageButton""}, {""resource_id"": ""linej"", ""class"": ""ImageButton""}, {""resource_id"": ""linel"", ""class"": ""ImageButton""}, {""resource_id"": ""linem"", ""class"": ""ImageButton""}, {""resource_id"": ""linen"", ""class"": ""ImageButton""}, {""resource_id"": ""lineq"", ""class"": ""ImageButton""}, {""resource_id"": ""liner"", ""class"": ""ImageButton""}, {""resource_id"": ""linefs"", ""class"": ""ImageButton""}, {""resource_id"": ""linegs"", ""class"": ""ImageButton""}, {""resource_id"": ""lineh"", ""class"": ""ImageButton""}, {""resource_id"": ""linesi"", ""class"": ""ImageButton""}, {""resource_id"": ""linez"", ""class"": ""ImageButton""}]}",select g
1269,750,750_3.jpg,"[731, 207, 892, 375]",go to selected|view m train,"{""app activity name"": ""com.appspot.HelloListView.StopActivity"", ""UI element info"": {""class_name"": ""ImageButton"", ""resource_id"": ""linem"", ""OCR detected text"": [""M""]}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""line1"", ""class"": ""ImageButton""}, {""resource_id"": ""line2"", ""class"": ""ImageButton""}, {""resource_id"": ""line3"", ""class"": ""ImageButton""}, {""resource_id"": ""line4"", ""class"": ""ImageButton""}, {""resource_id"": ""line5"", ""class"": ""ImageButton""}, {""resource_id"": ""line6"", ""class"": ""ImageButton""}, {""resource_id"": ""line7"", ""class"": ""ImageButton""}, {""resource_id"": ""linea"", ""class"": ""ImageButton""}, {""resource_id"": ""lineb"", ""class"": ""ImageButton""}, {""resource_id"": ""linec"", ""class"": ""ImageButton""}, {""resource_id"": ""lined"", ""class"": ""ImageButton""}, {""resource_id"": ""linee"", ""class"": ""ImageButton""}, {""resource_id"": ""linef"", ""class"": ""ImageButton""}, {""resource_id"": ""lineg"", ""class"": ""ImageButton""}, {""resource_id"": ""linej"", ""class"": ""ImageButton""}, {""resource_id"": ""linel"", ""class"": ""ImageButton""}, {""resource_id"": ""linel"", ""class"": ""ImageButton""}, {""resource_id"": ""linen"", ""class"": ""ImageButton""}, {""resource_id"": ""lineq"", ""class"": ""ImageButton""}, {""resource_id"": ""liner"", ""class"": ""ImageButton""}, {""resource_id"": ""linefs"", ""class"": ""ImageButton""}, {""resource_id"": ""linegs"", ""class"": ""ImageButton""}, {""resource_id"": ""lineh"", ""class"": ""ImageButton""}, {""resource_id"": ""linesi"", ""class"": ""ImageButton""}, {""resource_id"": ""linez"", ""class"": ""ImageButton""}]}",select m
1270,750,750_4.jpg,"[1295, 207, 1440, 375]",because back devicer|go to s line option,"{""app activity name"": ""com.appspot.HelloListView.StopActivity"", ""UI element info"": {""class_name"": ""ImageButton"", ""resource_id"": ""linefs"", ""OCR detected text"": [""S""]}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""line1"", ""class"": ""ImageButton""}, {""resource_id"": ""line2"", ""class"": ""ImageButton""}, {""resource_id"": ""line3"", ""class"": ""ImageButton""}, {""resource_id"": ""line4"", ""class"": ""ImageButton""}, {""resource_id"": ""line5"", ""class"": ""ImageButton""}, {""resource_id"": ""line6"", ""class"": ""ImageButton""}, {""resource_id"": ""line7"", ""class"": ""ImageButton""}, {""resource_id"": ""linea"", ""class"": ""ImageButton""}, {""resource_id"": ""lineb"", ""class"": ""ImageButton""}, {""resource_id"": ""linec"", ""class"": ""ImageButton""}, {""resource_id"": ""lined"", ""class"": ""ImageButton""}, {""resource_id"": ""linee"", ""class"": ""ImageButton""}, {""resource_id"": ""linef"", ""class"": ""ImageButton""}, {""resource_id"": ""lineg"", ""class"": ""ImageButton""}, {""resource_id"": ""linej"", ""class"": ""ImageButton""}, {""resource_id"": ""linel"", ""class"": ""ImageButton""}, {""resource_id"": ""linem"", ""class"": ""ImageButton""}, {""resource_id"": ""linen"", ""class"": ""ImageButton""}, {""resource_id"": ""lineq"", ""class"": ""ImageButton""}, {""resource_id"": ""liner"", ""class"": ""ImageButton""}, {""resource_id"": ""liner"", ""class"": ""ImageButton""}, {""resource_id"": ""linegs"", ""class"": ""ImageButton""}, {""resource_id"": ""lineh"", ""class"": ""ImageButton""}, {""resource_id"": ""linesi"", ""class"": ""ImageButton""}, {""resource_id"": ""linez"", ""class"": ""ImageButton""}]}",selects the s line
1271,42558,42558_1.jpg,"[261, 2196, 457, 2392]",show details|view information,"{""app activity name"": ""com.zihua.android.mytracks.MainActivity3"", ""UI element info"": {""class_name"": ""AppCompatImageView"", ""resource_id"": ""ivPosition"", ""OCR detected text"": [""6""]}, ""parent node"": [{""resource_id"": ""rlActions""}, {""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""ivSetting"", ""class"": ""AppCompatImageView""}, {""resource_id"": ""ivSetting"", ""class"": ""AppCompatImageView""}, {""class"": ""LinearLayout""}, {""resource_id"": ""ivMarker"", ""class"": ""AppCompatImageView""}, {""resource_id"": ""ivRouteList"", ""class"": ""AppCompatImageView""}]}",show information
1272,42558,42558_2.jpg,"[1244, 2196, 1440, 2392]",detect location|find location|view location,"{""app activity name"": ""com.zihua.android.mytracks.MainActivity3"", ""UI element info"": {""class_name"": ""AppCompatImageView"", ""resource_id"": ""ivMarker""}, ""parent node"": [{""resource_id"": ""rlActions""}, {""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""ivSetting"", ""class"": ""AppCompatImageView""}, {""resource_id"": ""ivPosition"", ""class"": ""AppCompatImageView""}, {""class"": ""LinearLayout""}, {""class"": ""LinearLayout""}, {""resource_id"": ""ivRouteList"", ""class"": ""AppCompatImageView""}]}",location
1273,42558,42558_3.jpg,"[983, 2196, 1179, 2392]",show in list format|toggle the maps icon,"{""app activity name"": ""com.zihua.android.mytracks.MainActivity3"", ""UI element info"": {""class_name"": ""AppCompatImageView"", ""resource_id"": ""ivRouteList""}, ""parent node"": [{""resource_id"": ""rlActions""}, {""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""ivSetting"", ""class"": ""AppCompatImageView""}, {""resource_id"": ""ivPosition"", ""class"": ""AppCompatImageView""}, {""class"": ""LinearLayout""}, {""resource_id"": ""ivMarker"", ""class"": ""AppCompatImageView""}, {""resource_id"": ""ivMarker"", ""class"": ""AppCompatImageView""}]}",open menu
1274,42558,42558_4.jpg,"[524, 2196, 720, 2392]",pause|pause recording|toggle pause,"{""app activity name"": ""com.zihua.android.mytracks.MainActivity3"", ""UI element info"": {""class_name"": ""AppCompatImageView"", ""resource_id"": ""ivRoute1""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""ivRoute2"", ""class"": ""AppCompatImageView""}]}",pause
1275,42558,42558_5.jpg,"[720, 2196, 916, 2392]",it will stop the timer displayed above|stop|stop,"{""app activity name"": ""com.zihua.android.mytracks.MainActivity3"", ""UI element info"": {""class_name"": ""AppCompatImageView"", ""resource_id"": ""ivRoute2""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""ivRoute1"", ""class"": ""AppCompatImageView""}, {""resource_id"": ""ivRoute1"", ""class"": ""AppCompatImageView""}]}",stop
1276,64423,64423_1.jpg,"[18, 612, 111, 705]",checkbox to delete|select content|select recordings,"{""app activity name"": ""com.meihillman.callrecorder.MainActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""check_record_list_checkall""}, ""parent node"": [{""resource_id"": ""layout_record_list_header""}, {""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""button_record_list_delete"", ""text"": ""Delete(0)"", ""class"": ""Button""}, {""resource_id"": ""text_record_list_count"", ""text"": ""Count: 0"", ""class"": ""TextView""}]}",select all
1277,64423,64423_2.jpg,"[35, 811, 224, 1000]",the button provides more information on the vivid seats app|view advertisement,"{""app activity name"": ""com.meihillman.callrecorder.MainActivity"", ""UI element info"": {""class_name"": ""ImageView"", ""resource_id"": ""nativeAdIcon""}, ""parent node"": [{""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""nativeAdCallToAction"", ""text"": ""Install Now"", ""class"": ""Button""}, {""class"": ""LinearLayout""}]}",advertisement
1278,59023,59023_1.jpg,"[665, 534, 742, 653]",menu options|open drop down menu|open menu,"{""app activity name"": ""com.ninegag.android.app.ui.SearchActivity"", ""UI element info"": {""class_name"": ""AppCompatImageButton"", ""resource_id"": ""btnMoreAction""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""upVoteBtn"", ""class"": ""AppCompatCheckBox""}, {""resource_id"": ""downVoteBtn"", ""class"": ""AppCompatCheckBox""}, {""resource_id"": ""commentBtn"", ""class"": ""AppCompatImageView""}, {""resource_id"": ""commentBtn"", ""class"": ""AppCompatImageView""}, {""class"": ""LinearLayout""}]}",more options
1279,59023,59023_2.jpg,"[448, 1639, 630, 1765]",add a comment|add comment|open chat box,"{""app activity name"": ""com.ninegag.android.app.ui.SearchActivity"", ""UI element info"": {""class_name"": ""AppCompatImageView"", ""resource_id"": ""commentBtn""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""upVoteBtn"", ""class"": ""AppCompatCheckBox""}, {""resource_id"": ""downVoteBtn"", ""class"": ""AppCompatCheckBox""}, {""resource_id"": ""downVoteBtn"", ""class"": ""AppCompatCheckBox""}, {""resource_id"": ""btnMoreAction"", ""class"": ""AppCompatImageButton""}, {""class"": ""LinearLayout""}]}",comment
1280,25419,25419_1.jpg,"[915, 252, 1087, 396]",searc button|search button|search for entered term,"{""app activity name"": ""com.movinapp.dict.enfr.free.Main"", ""UI element info"": {""class_name"": ""ImageButton"", ""resource_id"": ""btn_search""}, ""parent node"": [{""resource_id"": ""search_layout""}, {""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""flags_layout"", ""class"": ""LinearLayout""}, {""resource_id"": ""flags_layout"", ""class"": ""LinearLayout""}, {""class"": ""FrameLayout""}]}",search
1281,25419,25419_2.jpg,"[785, 264, 897, 376]",clear the search|close search field|delete the word written in the search bar,"{""app activity name"": ""com.movinapp.dict.enfr.free.Main"", ""UI element info"": {""class_name"": ""ImageButton"", ""resource_id"": ""btn_clear""}, ""parent node"": [{""class"": ""FrameLayout""}], ""sibling nodes"": [{""resource_id"": ""edit_text_search"", ""text"": ""exceptional"", ""class"": ""AutoCompleteTextView""}, {""resource_id"": ""edit_text_search"", ""text"": ""exceptional"", ""class"": ""AutoCompleteTextView""}]}",clear search
1282,38362,38362_1.jpg,"[1244, 140, 1384, 280]",close page|close page|close window,"{""app activity name"": ""com.baretreemedia.emojitap.ui.activities.TutorialActivity"", ""UI element info"": {""class_name"": ""AppCompatImageView"", ""resource_id"": ""tutorial_close_button""}, ""parent node"": [{""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""tutorial_page5_textview"", ""text"": ""You can also add stickers \n to any image and share it directly from emojiTap"", ""class"": ""AppCompatTextView""}, {""class"": ""FixedAspectRatioFrameLayout""}]}",close
1283,16387,16387_1.jpg,"[1188, 2220, 1384, 2378]",add a comment|send|send message,"{""app activity name"": ""com.hootsuite.droid.full.DetailsActivity"", ""UI element info"": {""class_name"": ""AppCompatImageButton"", ""resource_id"": ""button_send""}, ""parent node"": [{""resource_id"": ""actions_group""}, {""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""comment_edit"", ""class"": ""AppCompatEditText""}, {""resource_id"": ""comment_edit"", ""class"": ""AppCompatEditText""}]}",send comment
1284,16387,16387_2.jpg,"[56, 326, 224, 494]",account profile picture|show profile picture,"{""app activity name"": ""com.hootsuite.droid.full.DetailsActivity"", ""UI element info"": {""class_name"": ""NetworkCircleImageView"", ""resource_id"": ""image"", ""OCR detected text"": [""0""]}, ""parent node"": [{""class"": ""RelativeLayout""}], ""sibling nodes"": [{""resource_id"": ""multiple_networks"", ""class"": ""AppCompatTextView""}]}",profile
1285,747,747_1.jpg,"[272, 207, 433, 375]",shows content in page 3|view 3 line stops,"{""app activity name"": ""com.appspot.HelloListView.LineActivity"", ""UI element info"": {""class_name"": ""ImageButton"", ""resource_id"": ""line3"", ""OCR detected text"": [""3""]}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""line1"", ""class"": ""ImageButton""}, {""resource_id"": ""line2"", ""class"": ""ImageButton""}, {""resource_id"": ""line2"", ""class"": ""ImageButton""}, {""resource_id"": ""line4"", ""class"": ""ImageButton""}, {""resource_id"": ""line5"", ""class"": ""ImageButton""}, {""resource_id"": ""line6"", ""class"": ""ImageButton""}, {""resource_id"": ""line7"", ""class"": ""ImageButton""}, {""resource_id"": ""linea"", ""class"": ""ImageButton""}, {""resource_id"": ""lineb"", ""class"": ""ImageButton""}, {""resource_id"": ""linec"", ""class"": ""ImageButton""}, {""resource_id"": ""lined"", ""class"": ""ImageButton""}, {""resource_id"": ""linee"", ""class"": ""ImageButton""}, {""resource_id"": ""linef"", ""class"": ""ImageButton""}, {""resource_id"": ""lineg"", ""class"": ""ImageButton""}, {""resource_id"": ""linej"", ""class"": ""ImageButton""}, {""resource_id"": ""linel"", ""class"": ""ImageButton""}, {""resource_id"": ""linem"", ""class"": ""ImageButton""}, {""resource_id"": ""linen"", ""class"": ""ImageButton""}, {""resource_id"": ""lineq"", ""class"": ""ImageButton""}, {""resource_id"": ""liner"", ""class"": ""ImageButton""}, {""resource_id"": ""linefs"", ""class"": ""ImageButton""}, {""resource_id"": ""linegs"", ""class"": ""ImageButton""}, {""resource_id"": ""lineh"", ""class"": ""ImageButton""}, {""resource_id"": ""linesi"", ""class"": ""ImageButton""}, {""resource_id"": ""linez"", ""class"": ""ImageButton""}]}",select third
1286,747,747_2.jpg,"[413, 207, 574, 375]",choose page 4|go to number 4|open line 4 page,"{""app activity name"": ""com.appspot.HelloListView.LineActivity"", ""UI element info"": {""class_name"": ""ImageButton"", ""resource_id"": ""line4""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""line1"", ""class"": ""ImageButton""}, {""resource_id"": ""line2"", ""class"": ""ImageButton""}, {""resource_id"": ""line3"", ""class"": ""ImageButton""}, {""resource_id"": ""line3"", ""class"": ""ImageButton""}, {""resource_id"": ""line5"", ""class"": ""ImageButton""}, {""resource_id"": ""line6"", ""class"": ""ImageButton""}, {""resource_id"": ""line7"", ""class"": ""ImageButton""}, {""resource_id"": ""linea"", ""class"": ""ImageButton""}, {""resource_id"": ""lineb"", ""class"": ""ImageButton""}, {""resource_id"": ""linec"", ""class"": ""ImageButton""}, {""resource_id"": ""lined"", ""class"": ""ImageButton""}, {""resource_id"": ""linee"", ""class"": ""ImageButton""}, {""resource_id"": ""linef"", ""class"": ""ImageButton""}, {""resource_id"": ""lineg"", ""class"": ""ImageButton""}, {""resource_id"": ""linej"", ""class"": ""ImageButton""}, {""resource_id"": ""linel"", ""class"": ""ImageButton""}, {""resource_id"": ""linem"", ""class"": ""ImageButton""}, {""resource_id"": ""linen"", ""class"": ""ImageButton""}, {""resource_id"": ""lineq"", ""class"": ""ImageButton""}, {""resource_id"": ""liner"", ""class"": ""ImageButton""}, {""resource_id"": ""linefs"", ""class"": ""ImageButton""}, {""resource_id"": ""linegs"", ""class"": ""ImageButton""}, {""resource_id"": ""lineh"", ""class"": ""ImageButton""}, {""resource_id"": ""linesi"", ""class"": ""ImageButton""}, {""resource_id"": ""linez"", ""class"": ""ImageButton""}]}",select number 4
1287,747,747_3.jpg,"[554, 207, 715, 375]",go to line 5|select option 5|select the number,"{""app activity name"": ""com.appspot.HelloListView.LineActivity"", ""UI element info"": {""class_name"": ""ImageButton"", ""resource_id"": ""line5"", ""OCR detected text"": [""5""]}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""line1"", ""class"": ""ImageButton""}, {""resource_id"": ""line2"", ""class"": ""ImageButton""}, {""resource_id"": ""line3"", ""class"": ""ImageButton""}, {""resource_id"": ""line4"", ""class"": ""ImageButton""}, {""resource_id"": ""line4"", ""class"": ""ImageButton""}, {""resource_id"": ""line6"", ""class"": ""ImageButton""}, {""resource_id"": ""line7"", ""class"": ""ImageButton""}, {""resource_id"": ""linea"", ""class"": ""ImageButton""}, {""resource_id"": ""lineb"", ""class"": ""ImageButton""}, {""resource_id"": ""linec"", ""class"": ""ImageButton""}, {""resource_id"": ""lined"", ""class"": ""ImageButton""}, {""resource_id"": ""linee"", ""class"": ""ImageButton""}, {""resource_id"": ""linef"", ""class"": ""ImageButton""}, {""resource_id"": ""lineg"", ""class"": ""ImageButton""}, {""resource_id"": ""linej"", ""class"": ""ImageButton""}, {""resource_id"": ""linel"", ""class"": ""ImageButton""}, {""resource_id"": ""linem"", ""class"": ""ImageButton""}, {""resource_id"": ""linen"", ""class"": ""ImageButton""}, {""resource_id"": ""lineq"", ""class"": ""ImageButton""}, {""resource_id"": ""liner"", ""class"": ""ImageButton""}, {""resource_id"": ""linefs"", ""class"": ""ImageButton""}, {""resource_id"": ""linegs"", ""class"": ""ImageButton""}, {""resource_id"": ""lineh"", ""class"": ""ImageButton""}, {""resource_id"": ""linesi"", ""class"": ""ImageButton""}, {""resource_id"": ""linez"", ""class"": ""ImageButton""}]}",select 5
1288,747,747_4.jpg,"[836, 207, 997, 375]",7|number 7,"{""app activity name"": ""com.appspot.HelloListView.LineActivity"", ""UI element info"": {""class_name"": ""ImageButton"", ""resource_id"": ""line7""}, ""parent node"": [{""class"": ""LinearLayout""}], ""sibling nodes"": [{""resource_id"": ""line1"", ""class"": ""ImageButton""}, {""resource_id"": ""line2"", ""class"": ""ImageButton""}, {""resource_id"": ""line3"", ""class"": ""ImageButton""}, {""resource_id"": ""line4"", ""class"": ""ImageButton""}, {""resource_id"": ""line5"", ""class"": ""ImageButton""}, {""resource_id"": ""line6"", ""class"": ""ImageButton""}, {""resource_id"": ""line6"", ""class"": ""ImageButton""}, {""resource_id"": ""linea"", ""class"": ""ImageButton""}, {""resource_id"": ""lineb"", ""class"": ""ImageButton""}, {""resource_id"": ""linec"", ""class"": ""ImageButton""}, {""resource_id"": ""lined"", ""class"": ""ImageButton""}, {""resource_id"": ""linee"", ""class"": ""ImageButton""}, {""resource_id"": ""linef"", ""class"": ""ImageButton""}, {""resource_id"": ""lineg"", ""class"": ""ImageButton""}, {""resource_id"": ""linej"", ""class"": ""ImageButton""}, {""resource_id"": ""linel"", ""class"": ""ImageButton""}, {""resource_id"": ""linem"", ""class"": ""ImageButton""}, {""resource_id"": ""linen"", ""class"": ""ImageButton""}, {""resource_id"": ""lineq"", ""class"": ""ImageButton""}, {""resource_id"": ""liner"", ""class"": ""ImageButton""}, {""resource_id"": ""linefs"", ""class"": ""ImageButton""}, {""resource_id"": ""linegs"", ""class"": ""ImageButton""}, {""resource_id"": ""lineh"", ""class"": ""ImageButton""}, {""resource_id"": ""linesi"", ""class"": ""ImageButton""}, {""resource_id"": ""linez"", ""class"": ""ImageButton""}]}",select number 7
